ds,predicted_total_posts,predicted_total_posts_lower,predicted_total_posts_upper,actual_total_posts,predicted_vague_ratio,predicted_vague_ratio_lower,predicted_vague_ratio_upper,actual_vague_ratio,total_posts_difference,vague_ratio_difference,period
2020-01-22,137.75591399875108,123.90359772657693,152.3647483848676,128,0.18309639552332685,0.1450030007595752,0.2233203395845357,0.15625,-9.755913998751083,-0.02684639552332685,Before NSL
2020-01-23,141.47399014221625,127.16552724150174,154.98487383221246,155,0.19399875268690778,0.15787841977916509,0.23286327699120907,0.25161290322580643,13.526009857783748,0.05761415053889865,Before NSL
2020-01-24,143.65791705376688,130.33737283094467,157.93434112822112,162,0.17149318310740352,0.1301602644351564,0.205635871629114,0.18518518518518517,18.34208294623312,0.013692002077781651,Before NSL
2020-01-25,145.03114199136334,129.86005468098506,158.2913137852928,154,0.16664963562808657,0.1280065331396904,0.20406475575883637,0.22077922077922077,8.968858008636658,0.054129585151134196,Before NSL
2020-01-26,139.7984965478695,125.13172241089428,154.05513550702358,122,0.17230241938959237,0.1312442777899335,0.20789413155976047,0.1721311475409836,-17.79849654786949,-0.0001712718486087672,Before NSL
2020-01-27,137.80466122398542,123.19083264562168,151.86794522094607,144,0.17224304024368492,0.1343564146342548,0.20920255231719687,0.13194444444444445,6.19533877601458,-0.04029859579924047,Before NSL
2020-01-28,143.5753451378753,130.03688567273625,157.772455338405,162,0.1709441163970187,0.1312797694207045,0.2091450996993787,0.14814814814814814,18.424654862124697,-0.022795968248870563,Before NSL
2020-01-29,141.7581948023865,128.02605759935668,155.3073253222772,110,0.17051809101231818,0.13101753087031634,0.20709802948102624,0.16363636363636364,-31.758194802386498,-0.006881727375954549,Before NSL
2020-01-30,145.24648026342007,130.70556058053734,158.9571779231236,161,0.18087606118150337,0.1440526818853177,0.22093299499898048,0.18012422360248448,15.753519736579932,-0.0007518375790188936,Before NSL
2020-01-31,147.13185006938315,133.47847396640864,162.09539346022663,139,0.15821473410519132,0.11890271511642528,0.19781659126639933,0.17985611510791366,-8.131850069383148,0.021641381002722337,Before NSL
2020-02-01,148.15177034149897,134.03897447375866,161.93280322622638,143,0.15359504719711695,0.11490345823630196,0.19355831074495017,0.11188811188811189,-5.151770341498974,-0.04170693530900506,Before NSL
2020-02-02,142.5250649999449,128.09354189515972,156.9592592785484,120,0.1598331013066081,0.12427079020829487,0.19751324278616267,0.19166666666666668,-22.525064999944902,0.031833565360058574,Before NSL
2020-02-03,140.1100438186274,126.52000773324525,153.50898872797185,144,0.16069368069941428,0.12249898575639671,0.19821950928789892,0.19444444444444445,3.889956181372611,0.033750763745030166,Before NSL
2020-02-04,145.44538135891813,131.09680997028727,159.91371606158805,149,0.16061505350487026,0.12277295469037537,0.19661892601157613,0.1476510067114094,3.5546186410818734,-0.01296404679346086,Before NSL
2020-02-05,143.19076656915325,129.06707438964813,156.3339205219891,134,0.16166874329211,0.12208158494546334,0.1996548691282239,0.1865671641791045,-9.190766569153254,0.024898420886994482,Before NSL
2020-02-06,146.2503755359483,132.17298121522947,160.5849617555339,148,0.17371956008096393,0.1360241226362063,0.2122116435131316,0.1554054054054054,1.749624464051692,-0.018314154675558525,Before NSL
2020-02-07,147.72546147097358,133.3468389404194,161.68096591206145,157,0.1529138673796629,0.11398634739244198,0.1922666178613214,0.09554140127388536,9.274538529026415,-0.057372466105777536,Before NSL
2020-02-08,148.36167826449477,133.76683715044203,162.50509633247916,156,0.1502595855010018,0.11239979136966154,0.18530126026706878,0.09615384615384616,7.6383217355052295,-0.05410573934715564,Before NSL
